Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,ChargeDifference,ServiceCount,TenureGroup,ChargeGroup,ContractRisk,ElectronicPayment,HasTechSupport,HasOnlineSecurity
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.25,2630.71,No,101.18115384615385,-1.9311538461538476,6,Established,High,0,1,0,1
Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,93.46,2978.6,Yes,90.26060606060605,3.199393939393943,5,Established,High,2,0,0,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,23.88,18.0,No,18.0,5.879999999999999,1,New,Low,1,0,0,0
Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.13,538.25,Yes,41.40384615384615,-3.2738461538461507,2,Developing,Low,2,1,0,0
Male,0,Yes,No,44,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,54.62,2559.65,No,58.17386363636364,-3.553863636363644,3,Established,Medium,1,0,0,1
Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.41,1867.61,Yes,98.29526315789474,-9.885263157894741,4,Developing,High,2,1,0,1
Female,1,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.45,601.44,No,33.413333333333334,-1.9633333333333347,2,Developing,Low,2,0,0,0
Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,40.78,726.39,No,33.01772727272727,7.76227272727273,2,Developing,Medium,0,0,0,0
Male,1,No,Yes,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,66.96,506.07,No,56.23,10.729999999999997,4,New,Medium,0,1,0,0
Male,0,No,No,46,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,54.02,2470.74,No,53.71173913043478,0.308260869565224,3,Established,Medium,2,0,0,0
Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,80.02,1489.62,No,78.40105263157893,1.6189473684210611,3,Developing,High,2,0,0,1
Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.1,1330.28,No,28.303829787234044,-0.20382978723404221,1,Established,Low,2,1,0,0
Female,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,65.43,3936.83,No,65.61383333333333,-0.1838333333333253,4,Loyal,Medium,2,0,0,1
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,96.53,3276.08,Yes,93.60228571428571,2.9277142857142877,6,Established,High,2,0,0,1
Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.31,1721.83,No,26.08833333333333,-0.7783333333333324,1,Loyal,Low,0,0,0,0
Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.92,1270.03,Yes,84.66866666666667,5.251333333333335,3,Developing,High,2,1,0,0
Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.41,6342.28,No,90.604,-0.19400000000000261,5,Loyal,High,2,0,1,0
Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.83,727.31,No,30.30458333333333,-6.474583333333332,1,Developing,Low,1,1,0,0
Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.7,1294.15,No,58.825,3.875,1,Developing,Medium,2,1,0,0
Female,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,68.99,4910.97,No,69.16859154929578,-0.17859154929578835,5,Loyal,Medium,2,0,0,1
Female,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,50.84,1643.47,No,49.802121212121214,1.037878787878789,3,Established,Medium,2,0,0,0
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.79,5464.43,No,101.19314814814815,1.5968518518518522,5,Loyal,Very High,2,1,0,1
Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,45.55,2652.17,No,45.72706896551724,-0.17706896551724327,2,Loyal,Medium,2,0,0,0
Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,73.92,2373.53,No,71.92515151515153,1.9948484848484753,6,Established,High,1,0,0,0
Female,0,No,No,23,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,59.69,1440.06,No,62.611304347826085,-2.921304347826087,2,Developing,Medium,2,0,0,0
Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,89.32,3269.96,No,90.83222222222223,-1.5122222222222348,4,Established,High,0,0,1,0
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.69,918.62,No,32.807857142857145,-5.117857142857144,2,Established,Low,0,0,0,0
Male,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,85.04,2617.15,No,87.23833333333333,-2.1983333333333235,4,Established,High,1,0,1,1
Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,89.95,1674.81,No,93.045,-3.094999999999999,4,Developing,High,0,1,0,0
Male,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1020.32,No,15.45939393939394,2.540606060606059,0,Loyal,Low,0,1,0,0
Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,86.45,3707.65,No,88.27738095238095,-1.827380952380949,3,Established,High,0,0,0,0
Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.3,4026.59,No,69.42396551724138,-1.1239655172413876,2,Loyal,Medium,2,1,0,0
Male,0,No,No,48,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,51.15,2393.31,No,49.860625,1.2893749999999997,3,Established,Medium,2,1,0,0
Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,92.78,2562.38,No,98.55307692307693,-5.773076923076928,4,Established,High,1,1,0,0
Female,0,No,Yes,23,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,67.26,1625.09,No,70.65608695652173,-3.396086956521728,4,Developing,Medium,0,1,1,0
Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,84.34,6006.54,No,84.59915492957747,-0.25915492957746267,2,Loyal,High,0,0,0,0
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.54,118.13,No,59.065,-31.525,1,New,Low,1,1,0,0
Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,76.2,1716.0,No,78.0,-1.7999999999999972,5,Developing,High,0,1,1,1
Male,1,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer,55.72,2969.53,No,56.028867924528306,-0.30886792452830747,3,Loyal,Medium,1,0,1,0
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,32.56,1286.63,No,32.16575,0.39424999999999955,1,Established,Low,1,0,0,0
Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.43,1697.41,No,37.720222222222226,-2.2902222222222264,1,Established,Low,2,0,0,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,83.3,48.53,No,24.265,59.035,4,New,High,2,0,1,0
Male,0,Yes,No,16,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card,37.8,621.79,Yes,38.861875,-1.0618750000000006,1,Developing,Low,2,0,0,0
Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,87.85,3988.13,No,90.63931818181818,-2.7893181818181887,4,Established,High,2,0,0,1
Female,0,Yes,No,23,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.75,1683.45,No,73.19347826086957,-0.44347826086956843,2,Developing,High,2,1,1,0
Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.33,2762.76,No,81.25764705882354,-1.9276470588235384,3,Established,High,2,1,0,1
Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,73.83,5094.7,No,73.83623188405797,-0.006231884057967818,1,Loyal,High,0,0,0,0
Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.47,1319.1,No,28.676086956521736,1.7939130434782626,2,Established,Low,2,0,0,0
Male,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,57.48,2719.44,No,59.11826086956522,-1.6382608695652223,3,Established,Medium,1,0,0,0
Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.87,599.3,No,39.95333333333333,-8.083333333333332,2,Developing,Low,2,0,0,0
Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,69.48,2942.01,No,68.41883720930232,1.0611627906976793,4,Established,Medium,0,1,1,0
Female,0,No,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.06,4669.8,No,66.71142857142857,-0.6514285714285677,4,Loyal,Medium,2,1,0,0
Female,1,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.13,1205.12,No,25.640851063829786,-0.5108510638297865,1,Established,Low,2,0,0,0
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.15,5051.17,No,88.61701754385965,0.5329824561403598,4,Loyal,High,1,1,0,0
Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,86.27,6047.63,Yes,87.6468115942029,-1.3768115942029056,4,Loyal,High,2,0,0,0
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card,47.69,3080.11,No,47.386307692307696,0.3036923076923017,2,Loyal,Medium,1,0,0,0
Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,49.32,1148.36,No,45.9344,3.3856000000000037,1,Established,Medium,1,0,1,0
Male,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,54.25,1163.41,No,52.88227272727273,1.3677272727272722,3,Developing,Medium,1,0,0,0
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.32,1862.42,Yes,88.68666666666667,0.6333333333333258,2,Developing,High,2,1,0,0
Female,1,Yes,No,56,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,48.12,2639.62,No,47.13607142857143,0.9839285714285708,2,Loyal,Medium,0,0,0,1
Female,1,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,24.97,654.05,No,23.35892857142857,1.611071428571428,0,Established,Low,2,0,0,0
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,82.1,4831.21,No,80.52016666666667,1.579833333333326,3,Loyal,High,2,0,1,0
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.21,1668.51,No,28.767413793103447,0.4425862068965536,1,Loyal,Low,2,0,0,0
Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.32,1277.13,No,26.606875000000002,-0.286875000000002,1,Established,Low,2,1,0,0
Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.8,535.66,Yes,59.51777777777777,8.282222222222224,2,New,Medium,2,1,0,0
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,93.67,4781.72,No,91.95615384615385,1.7138461538461485,4,Loyal,High,0,0,1,0
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.54,404.62,No,26.974666666666668,5.5653333333333315,2,Developing,Low,1,0,0,0
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,99.85,3981.12,No,99.52799999999999,0.32200000000000273,5,Established,High,0,0,0,0
Female,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.36,1170.0,Yes,68.82352941176471,2.5364705882352894,4,Developing,High,2,1,1,1
Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,79.36,262.09,No,52.41799999999999,26.942000000000007,3,New,High,1,1,0,1
Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.61,2407.86,No,52.34478260869565,2.265217391304347,3,Established,Medium,2,0,0,1
Male,1,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,96.66,3180.18,No,96.3690909090909,0.29090909090909634,6,Established,High,2,0,1,1
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.35,923.34,No,19.645531914893617,0.7044680851063845,1,Established,Low,2,1,0,0
Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card,88.38,3171.94,No,88.10944444444445,0.27055555555554633,4,Established,High,1,0,1,0
Male,0,No,Yes,27,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,70.17,2018.15,No,74.7462962962963,-4.576296296296292,4,Established,High,1,0,0,0
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.21,112.77,No,56.385,-9.174999999999997,2,New,Medium,2,1,1,0
Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.87,1485.57,No,74.2785,7.591500000000011,3,Developing,High,2,1,0,0
Female,1,No,Yes,64,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.09,3920.27,No,61.25421875,0.8357812500000037,4,Loyal,Medium,2,1,0,0
Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.11,3826.32,No,69.56945454545455,-0.4594545454545482,1,Loyal,Medium,2,1,0,0
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,83.92,2796.5,No,82.25,1.6700000000000017,3,Established,High,1,0,0,0
Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,90.32,188.8,No,62.93333333333334,27.386666666666656,4,New,High,2,0,1,0
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,77.44,5568.14,No,78.42450704225352,-0.9845070422535258,3,Loyal,High,0,1,1,1
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,87.04,4663.94,No,86.36925925925925,0.6707407407407544,4,Loyal,High,0,1,0,1
Female,1,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card,48.59,24.75,No,12.375,36.215,2,New,Medium,2,0,0,1
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,84.51,1280.67,No,80.041875,4.468125000000001,3,Developing,High,0,0,0,0
Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,83.32,1215.07,No,93.46692307692307,-10.146923076923073,4,Developing,High,1,0,1,1
Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.63,4496.83,No,69.182,1.4479999999999933,4,Loyal,High,2,0,0,0
Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,68.6,4714.4,No,68.32463768115942,0.27536231884057827,1,Loyal,Medium,0,1,0,0
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.0,2505.77,No,83.52566666666667,0.47433333333333394,4,Established,High,2,1,0,0
Female,0,No,Yes,13,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card,49.14,691.11,No,53.16230769230769,-4.022307692307692,2,Developing,Medium,1,0,1,0
Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer,81.7,3772.21,No,80.25978723404255,1.4402127659574546,3,Established,High,1,0,0,0
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,44.04,810.69,No,40.5345,3.505499999999998,1,Developing,Medium,0,1,0,0
Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card,75.55,741.84,No,82.42666666666668,-6.876666666666679,3,New,High,1,0,0,1
Male,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,45.48,1059.8,No,55.77894736842105,-10.298947368421054,1,Developing,Medium,0,0,0,0
Male,1,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.65,629.28,No,33.12,2.530000000000001,2,Developing,Low,2,1,0,0
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card,92.69,317.32,No,79.33,13.36,4,New,High,0,0,0,0
Female,0,No,No,51,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer,62.05,3360.69,No,65.89588235294117,-3.8458823529411745,3,Loyal,Medium,1,0,0,0
Male,0,No,No,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer,67.0,1710.56,No,65.79076923076923,1.2092307692307713,4,Established,Medium,1,0,0,0
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.31,1144.1,No,28.6025,0.7074999999999996,1,Established,Low,0,1,0,0
Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.27,3585.21,No,89.63025,-0.36025000000000773,4,Established,High,2,1,0,1
Male,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,72.73,4105.43,No,73.31125,-0.5812499999999972,2,Loyal,High,2,0,0,0
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.73,1764.89,No,32.08890909090909,-0.3589090909090906,1,Loyal,Low,0,1,0,0
Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,62.69,2647.24,No,64.56682926829268,-1.8768292682926813,4,Established,Medium,0,0,1,0
Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,86.24,5148.94,No,84.40885245901639,1.8311475409836078,4,Loyal,High,1,0,0,1
Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.01,3631.15,No,88.56463414634146,0.44536585365854364,5,Established,High,2,0,1,0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.77,146.5,Yes,73.25,-43.480000000000004,1,New,Low,2,0,0,0
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,88.35,5293.91,No,85.38564516129033,2.964354838709667,4,Loyal,High,2,0,0,0
Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.97,1629.0,No,29.089285714285715,1.8807142857142836,1,Loyal,Low,2,0,0,0
Male,1,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,64.46,2054.85,No,66.28548387096774,-1.8254838709677443,1,Established,Medium,0,0,0,0
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,37.87,1066.98,No,38.10642857142857,-0.23642857142857565,2,Established,Low,1,0,0,0
Female,0,No,Yes,65,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.29,3672.09,No,56.49369230769231,0.7963076923076926,3,Loyal,Medium,2,1,0,0
Male,0,No,No,31,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.41,2207.85,No,71.22096774193548,-0.8109677419354853,2,Established,High,2,1,0,1
Male,0,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,55.15,1524.18,No,56.45111111111111,-1.301111111111112,3,Established,Medium,0,0,0,1
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,24.73,1239.57,No,23.388113207547168,1.3418867924528328,1,Loyal,Low,1,0,0,0
Male,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.32,1585.55,Yes,66.06458333333333,0.25541666666666174,4,Developing,Medium,2,1,0,0
Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,80.26,2313.73,No,77.12433333333334,3.1356666666666655,3,Established,High,2,0,1,0
Male,0,No,Yes,57,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,62.67,3664.45,No,64.28859649122806,-1.618596491228061,4,Loyal,Medium,2,0,1,0
Male,1,No,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,56.13,829.37,No,48.7864705882353,7.343529411764706,3,Developing,Medium,2,0,1,0
Male,1,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,57.49,47.15,No,47.15,10.340000000000003,3,New,Medium,1,1,0,1
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,82.45,2124.69,No,84.9876,-2.5375999999999976,4,Established,High,2,1,1,0
Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.96,744.59,Yes,57.276153846153846,-12.316153846153846,2,Developing,Medium,2,0,0,0
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,45.64,1216.89,No,45.07,0.5700000000000003,2,Established,Medium,2,0,0,0
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.15,712.93,Yes,118.82166666666666,-36.67166666666665,3,New,High,2,1,0,0
Female,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.8,1921.49,No,44.68581395348837,2.1141860465116267,2,Established,Medium,1,0,0,0
Male,1,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,74.7,2810.95,No,75.97162162162162,-1.2716216216216196,2,Established,High,1,0,1,0
Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,79.88,1541.7,No,77.08500000000001,2.7949999999999875,3,Developing,High,2,0,0,1
Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,75.82,3618.87,No,78.67108695652173,-2.8510869565217405,2,Established,High,2,0,0,0
Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card,60.24,655.55,Yes,59.595454545454544,0.6445454545454581,3,New,Medium,1,0,0,0
Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,87.38,18.0,No,18.0,69.38,4,New,High,0,0,0,1
Female,1,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.6,1135.19,No,32.434000000000005,-2.834000000000003,2,Established,Low,2,0,0,0
Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,51.75,585.93,No,48.82749999999999,2.9225000000000065,3,New,Medium,2,0,0,1
Female,0,Yes,No,62,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,58.12,3499.51,No,56.443709677419356,1.6762903225806411,4,Loyal,Medium,0,0,1,0
Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.4,2051.1,No,93.23181818181818,1.1681818181818215,5,Developing,High,2,1,1,0
Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.58,1183.71,No,38.1841935483871,-2.6041935483871015,2,Established,Low,0,0,0,0
Female,0,No,Yes,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,58.4,1272.87,No,57.85772727272727,0.5422727272727315,3,Developing,Medium,0,1,0,0
