Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.8,325.13,1
Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.03,763.27,1
Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,70.89,2451.92,0
Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,53.74,3076.76,0
Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.91,1616.99,0
Female,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,91.29,5565.3,0
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,95.9,940.15,0
Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.59,1611.34,0
Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.79,2885.49,0
Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,81.22,1463.2,0
Female,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,24.95,1153.43,0
Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.76,5914.9,0
Male,0,No,Yes,67,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.81,4179.5,0
Female,1,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,76.53,531.81,0
Male,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,24.7,1224.2,0
Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.52,2046.86,0
Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,56.95,2342.89,0
Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,85.16,2937.38,0
Male,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.71,2871.57,0
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,92.13,2756.04,0
Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.39,479.67,0
Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,28.02,945.51,0
Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,94.91,4604.49,0
Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.22,1816.25,0
Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.0,101.0,0
Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.35,849.47,0
Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.65,206.38,0
Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,18.0,761.59,0
Male,1,No,No,45,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,52.88,2407.17,0
Female,0,Yes,Yes,62,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,52.03,3387.57,0
Female,0,Yes,Yes,14,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.34,674.33,0
Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.65,4346.6,0
Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,42.97,2040.92,0
Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,36.21,1713.24,0
Male,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,35.81,1484.79,0
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,23.47,1062.56,0
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,72.33,305.48,1
Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card,89.31,5187.95,0
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,80.21,2309.88,1
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,58.16,520.04,0
Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,93.12,4168.38,0
Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card,81.04,5686.65,0
Male,0,Yes,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card,63.4,3257.46,0
Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card,80.65,1383.7,0
Female,1,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,74.98,4418.17,0
Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,76.92,4677.79,0
Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.37,735.49,0
Male,0,No,Yes,38,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,72.97,2842.27,0
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,35.19,2105.6,0
Male,0,No,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,54.86,523.12,0
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.25,2630.71,0
Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,93.46,2978.6,1
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,23.88,18.0,0
Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.13,538.25,1
Male,0,Yes,No,44,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,54.62,2559.65,0
Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.41,1867.61,1
Female,1,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.45,601.44,0
Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,40.78,726.39,0
Male,1,No,Yes,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,66.96,506.07,0
Male,0,No,No,46,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,54.02,2470.74,0
Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,80.02,1489.62,0
Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.1,1330.28,0
Female,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,65.43,3936.83,0
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,96.53,3276.08,1
Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.31,1721.83,0
Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.92,1270.03,1
Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.41,6342.28,0
Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.83,727.31,0
Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.7,1294.15,0
Female,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,68.99,4910.97,0
Female,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,50.84,1643.47,0
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.79,5464.43,0
Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,45.55,2652.17,0
Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,73.92,2373.53,0
Female,0,No,No,23,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,59.69,1440.06,0
Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,89.32,3269.96,0
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.69,918.62,0
Male,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,85.04,2617.15,0
Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,89.95,1674.81,0
Male,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1020.32,0
Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,86.45,3707.65,0
Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.3,4026.59,0
Male,0,No,No,48,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,51.15,2393.31,0
Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,92.78,2562.38,0
Female,0,No,Yes,23,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,67.26,1625.09,0
Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,84.34,6006.54,0
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.54,118.13,0
Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,76.2,1716.0,0
Male,1,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer,55.72,2969.53,0
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,32.56,1286.63,0
Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.43,1697.41,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,83.3,48.53,0
Male,0,Yes,No,16,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card,37.8,621.79,1
Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,87.85,3988.13,0
Female,0,Yes,No,23,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.75,1683.45,0
Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.33,2762.76,0
Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,73.83,5094.7,0
Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.47,1319.1,0
Male,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,57.48,2719.44,0
Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.87,599.3,0
Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,69.48,2942.01,0
Female,0,No,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.06,4669.8,0
Female,1,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.13,1205.12,0
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.15,5051.17,0
Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,86.27,6047.63,1
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card,47.69,3080.11,0
Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,49.32,1148.36,0
Male,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,54.25,1163.41,0
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.32,1862.42,1
Female,1,Yes,No,56,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,48.12,2639.62,0
Female,1,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,24.97,654.05,0
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,82.1,4831.21,0
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.21,1668.51,0
Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.32,1277.13,0
Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.8,535.66,1
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,93.67,4781.72,0
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.54,404.62,0
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,99.85,3981.12,0
Female,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.36,1170.0,1
Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,79.36,262.09,0
Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.61,2407.86,0
Male,1,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,96.66,3180.18,0
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.35,923.34,0
Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card,88.38,3171.94,0
Male,0,No,Yes,27,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,70.17,2018.15,0
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.21,112.77,0
Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.87,1485.57,0
Female,1,No,Yes,64,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.09,3920.27,0
Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.11,3826.32,0
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,83.92,2796.5,0
Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,90.32,188.8,0
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,77.44,5568.14,0
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,87.04,4663.94,0
Female,1,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card,48.59,24.75,0
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,84.51,1280.67,0
Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,83.32,1215.07,0
Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.63,4496.83,0
Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,68.6,4714.4,0
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.0,2505.77,0
Female,0,No,Yes,13,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card,49.14,691.11,0
Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer,81.7,3772.21,0
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,44.04,810.69,0
Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card,75.55,741.84,0
Male,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,45.48,1059.8,0
Male,1,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.65,629.28,0
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card,92.69,317.32,0
Female,0,No,No,51,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer,62.05,3360.69,0
Male,0,No,No,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer,67.0,1710.56,0
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.31,1144.1,0
Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.27,3585.21,0
Male,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,72.73,4105.43,0
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.73,1764.89,0
Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,62.69,2647.24,0
Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,86.24,5148.94,0
Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.01,3631.15,0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.77,146.5,1
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,88.35,5293.91,0
Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.97,1629.0,0
Male,1,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,64.46,2054.85,0
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,37.87,1066.98,0
Female,0,No,Yes,65,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.29,3672.09,0
Male,0,No,No,31,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.41,2207.85,0
Male,0,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,55.15,1524.18,0
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,24.73,1239.57,0
Male,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.32,1585.55,1
Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,80.26,2313.73,0
Male,0,No,Yes,57,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,62.67,3664.45,0
Male,1,No,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,56.13,829.37,0
Male,1,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,57.49,47.15,0
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,82.45,2124.69,0
Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.96,744.59,1
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,45.64,1216.89,0
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.15,712.93,1
Female,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.8,1921.49,0
Male,1,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,74.7,2810.95,0
Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,79.88,1541.7,0
Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,75.82,3618.87,0
Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card,60.24,655.55,1
Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,87.38,18.0,0
Female,1,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.6,1135.19,0
Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,51.75,585.93,0
Female,0,Yes,No,62,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,58.12,3499.51,0
Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.4,2051.1,0
Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.58,1183.71,0
Female,0,No,Yes,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,58.4,1272.87,0
Female,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.09,995.46,1
Male,0,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.1,441.45,1
Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,81.5,5349.55,0
Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,35.76,693.67,0
Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,89.26,2584.05,0
Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,80.76,5003.44,0
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,19.74,731.51,0
Female,0,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,77.18,3849.97,1
Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,55.4,174.37,1
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,22.99,633.05,0
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card,89.4,4851.23,0
Male,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.32,411.47,1
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.8,592.79,0
Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,79.22,235.0,1
Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.66,3298.84,0
